Tabla generada el 18/12/2023 a las 5:11:29

N    VALOR CUOTA   CAPITAL     INTERES      SALDO      FECHA
1	|	109.39	|	94.24	|	15.15	|	1212.00	|	18/01/2024
2	|	109.39	|	95.42	|	13.97	|	1117.76	|	19/02/2024
3	|	109.39	|	96.61	|	12.78	|	1022.34	|	19/03/2024
4	|	109.39	|	97.82	|	11.57	|	925.72	|	19/04/2024
5	|	109.39	|	99.04	|	10.35	|	827.90	|	20/05/2024
6	|	109.39	|	100.28	|	9.11	|	728.86	|	20/06/2024
7	|	109.39	|	101.54	|	7.86	|	628.57	|	22/07/2024
8	|	109.39	|	102.81	|	6.59	|	527.04	|	22/08/2024
9	|	109.39	|	104.09	|	5.30	|	424.23	|	23/09/2024
10	|	109.39	|	105.39	|	4.00	|	320.14	|	23/10/2024
11	|	109.39	|	106.71	|	2.68	|	214.75	|	25/11/2024
12	|	109.39	|	108.04	|	1.35	|	108.04	|	26/12/2024
