Tabla generada el 2/1/2024 a las 21:15:9

N    VALOR CUOTA   CAPITAL     INTERES      SALDO      FECHA
1	|	76.22	|	51.22	|	25.00	|	2000.00	|	02/02/2024
2	|	76.22	|	51.86	|	24.36	|	1948.78	|	04/03/2024
3	|	76.22	|	52.50	|	23.71	|	1896.93	|	04/04/2024
4	|	76.22	|	53.16	|	23.06	|	1844.42	|	06/05/2024
5	|	76.22	|	53.83	|	22.39	|	1791.26	|	06/06/2024
6	|	76.22	|	54.50	|	21.72	|	1737.44	|	08/07/2024
7	|	76.22	|	55.18	|	21.04	|	1682.94	|	08/08/2024
8	|	76.22	|	55.87	|	20.35	|	1627.76	|	09/09/2024
9	|	76.22	|	56.57	|	19.65	|	1571.89	|	10/10/2024
10	|	76.22	|	57.27	|	18.94	|	1515.33	|	11/11/2024
11	|	76.22	|	57.99	|	18.23	|	1458.05	|	11/12/2024
12	|	76.22	|	58.72	|	17.50	|	1400.06	|	13/01/2025
13	|	76.22	|	59.45	|	16.77	|	1341.35	|	14/02/2025
14	|	76.22	|	60.19	|	16.02	|	1281.90	|	14/03/2025
15	|	76.22	|	60.94	|	15.27	|	1221.71	|	14/04/2025
16	|	76.22	|	61.71	|	14.51	|	1160.76	|	14/05/2025
17	|	76.22	|	62.48	|	13.74	|	1099.05	|	16/06/2025
18	|	76.22	|	63.26	|	12.96	|	1036.58	|	16/07/2025
19	|	76.22	|	64.05	|	12.17	|	973.32	|	18/08/2025
20	|	76.22	|	64.85	|	11.37	|	909.27	|	18/09/2025
21	|	76.22	|	65.66	|	10.56	|	844.42	|	20/10/2025
22	|	76.22	|	66.48	|	9.73	|	778.76	|	20/11/2025
23	|	76.22	|	67.31	|	8.90	|	712.28	|	22/12/2025
24	|	76.22	|	68.15	|	8.06	|	644.96	|	22/01/2026
25	|	76.22	|	69.01	|	7.21	|	576.81	|	23/02/2026
26	|	76.22	|	69.87	|	6.35	|	507.81	|	23/03/2026
27	|	76.22	|	70.74	|	5.47	|	437.94	|	23/04/2026
28	|	76.22	|	71.63	|	4.59	|	367.20	|	25/05/2026
29	|	76.22	|	72.52	|	3.69	|	295.57	|	25/06/2026
30	|	76.22	|	73.43	|	2.79	|	223.05	|	27/07/2026
31	|	76.22	|	74.35	|	1.87	|	149.62	|	27/08/2026
32	|	76.22	|	75.27	|	0.94	|	75.27	|	28/09/2026
