Tabla generada el 18/12/2023 a las 6:20:2

N    VALOR CUOTA   CAPITAL     INTERES      SALDO      FECHA
1	|	902.58	|	777.58	|	125.00	|	10000.00	|	18/01/2024
2	|	902.58	|	787.30	|	115.28	|	9222.42	|	19/02/2024
3	|	902.58	|	797.14	|	105.44	|	8435.11	|	19/03/2024
4	|	902.58	|	807.11	|	95.47	|	7637.97	|	19/04/2024
5	|	902.58	|	817.20	|	85.39	|	6830.86	|	20/05/2024
6	|	902.58	|	827.41	|	75.17	|	6013.66	|	20/06/2024
7	|	902.58	|	837.75	|	64.83	|	5186.25	|	22/07/2024
8	|	902.58	|	848.23	|	54.36	|	4348.50	|	22/08/2024
9	|	902.58	|	858.83	|	43.75	|	3500.27	|	23/09/2024
10	|	902.58	|	869.57	|	33.02	|	2641.44	|	23/10/2024
11	|	902.58	|	880.43	|	22.15	|	1771.87	|	25/11/2024
12	|	902.58	|	891.44	|	11.14	|	891.44	|	26/12/2024
