Tabla generada el 2/1/2024 a las 21:50:34

N    VALOR CUOTA   CAPITAL     INTERES      SALDO      FECHA
1	|	126.36	|	108.86	|	17.50	|	1400.00	|	02/02/2024
2	|	126.36	|	110.22	|	16.14	|	1291.14	|	04/03/2024
3	|	126.36	|	111.60	|	14.76	|	1180.92	|	04/04/2024
4	|	126.36	|	113.00	|	13.37	|	1069.32	|	06/05/2024
5	|	126.36	|	114.41	|	11.95	|	956.32	|	06/06/2024
6	|	126.36	|	115.84	|	10.52	|	841.91	|	08/07/2024
7	|	126.36	|	117.29	|	9.08	|	726.08	|	08/08/2024
8	|	126.36	|	118.75	|	7.61	|	608.79	|	09/09/2024
9	|	126.36	|	120.24	|	6.13	|	490.04	|	10/10/2024
10	|	126.36	|	121.74	|	4.62	|	369.80	|	11/11/2024
11	|	126.36	|	123.26	|	3.10	|	248.06	|	11/12/2024
12	|	126.36	|	124.80	|	1.56	|	124.80	|	13/01/2025
