Tabla generada el 27/1/2024 a las 13:52:14

N    VALOR CUOTA   CAPITAL     INTERES      SALDO      FECHA
1	|	54.44	|	41.94	|	12.50	|	1000.00	|	27/02/2024
2	|	54.44	|	42.46	|	11.98	|	958.06	|	27/03/2024
3	|	54.44	|	42.99	|	11.45	|	915.60	|	29/04/2024
4	|	54.44	|	43.53	|	10.91	|	872.61	|	29/05/2024
5	|	54.44	|	44.07	|	10.36	|	829.08	|	01/07/2024
6	|	54.44	|	44.62	|	9.81	|	785.00	|	01/08/2024
7	|	54.44	|	45.18	|	9.25	|	740.38	|	02/09/2024
8	|	54.44	|	45.75	|	8.69	|	695.20	|	02/10/2024
9	|	54.44	|	46.32	|	8.12	|	649.45	|	04/11/2024
10	|	54.44	|	46.90	|	7.54	|	603.13	|	04/12/2024
11	|	54.44	|	47.48	|	6.95	|	556.23	|	06/01/2025
12	|	54.44	|	48.08	|	6.36	|	508.75	|	06/02/2025
13	|	54.44	|	48.68	|	5.76	|	460.67	|	06/03/2025
14	|	54.44	|	49.29	|	5.15	|	411.99	|	07/04/2025
15	|	54.44	|	49.90	|	4.53	|	362.70	|	07/05/2025
16	|	54.44	|	50.53	|	3.91	|	312.80	|	09/06/2025
17	|	54.44	|	51.16	|	3.28	|	262.27	|	09/07/2025
18	|	54.44	|	51.80	|	2.64	|	211.11	|	11/08/2025
19	|	54.44	|	52.45	|	1.99	|	159.31	|	11/09/2025
20	|	54.44	|	53.10	|	1.34	|	106.87	|	13/10/2025
21	|	54.44	|	53.77	|	0.67	|	53.77	|	13/11/2025
